"id","season","city","date","match_type","player_of_match","venue","team1","team2","toss_winner","toss_decision","winner","result","result_margin","target_runs","target_overs","super_over","method","umpire1","umpire2"
598050,"2013","Mumbai","2013-05-07","League","SR Tendulkar","Wankhede Stadium","Mumbai Indians","Kolkata Knight Riders","Mumbai Indians","bat","Mumbai Indians","runs",65,171,20,"N",NA,"HDPK Dharmasena","S Ravi"
598060,"2013","Mumbai","2013-05-13","League","KA Pollard","Wankhede Stadium","Mumbai Indians","Sunrisers Hyderabad","Sunrisers Hyderabad","bat","Mumbai Indians","wickets",7,179,20,"N",NA,"AK Chaudhary","SJA Taufel"
598063,"2013","Mumbai","2013-05-15","League","AP Tare","Wankhede Stadium","Mumbai Indians","Rajasthan Royals","Rajasthan Royals","field","Mumbai Indians","runs",14,167,20,"N",NA,"Asad Rauf","S Asnani"
733973,"2014","Mumbai","2014-05-03","League","CJ Anderson","Wankhede Stadium","Mumbai Indians","Kings XI Punjab","Kings XI Punjab","bat","Mumbai Indians","wickets",5,169,20,"N",NA,"BNJ Oxenford","C Shamshuddin"
733983,"2014","Mumbai","2014-05-06","League","RG Sharma","Wankhede Stadium","Mumbai Indians","Royal Challengers Bangalore","Royal Challengers Bangalore","field","Mumbai Indians","runs",19,188,20,"N",NA,"S Ravi","K Srinath"
733995,"2014","Mumbai","2014-05-10","League","DR Smith","Wankhede Stadium","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","Chennai Super Kings","wickets",4,158,20,"N",NA,"HDPK Dharmasena","VA Kulkarni"
734031,"2014","Mumbai","2014-05-23","League","MEK Hussey","Wankhede Stadium","Mumbai Indians","Delhi Daredevils","Delhi Daredevils","field","Mumbai Indians","runs",15,174,20,"N",NA,"S Ravi","RJ Tucker"
734041,"2014","Mumbai","2014-05-25","League","CJ Anderson","Wankhede Stadium","Mumbai Indians","Rajasthan Royals","Mumbai Indians","field","Mumbai Indians","wickets",5,190,20,"N",NA,"K Srinath","RJ Tucker"
734045,"2014","Mumbai","2014-05-28","Eliminator","SK Raina","Brabourne Stadium","Chennai Super Kings","Mumbai Indians","Chennai Super Kings","field","Chennai Super Kings","wickets",7,174,20,"N",NA,"VA Kulkarni","BNJ Oxenford"
734047,"2014","Mumbai","2014-05-30","Qualifier 2","V Sehwag","Wankhede Stadium","Chennai Super Kings","Kings XI Punjab","Chennai Super Kings","field","Kings XI Punjab","runs",24,227,20,"N",NA,"HDPK Dharmasena","RJ Tucker"
829717,"2015","Mumbai","2015-04-12","League","GJ Bailey","Wankhede Stadium","Mumbai Indians","Kings XI Punjab","Mumbai Indians","field","Kings XI Punjab","runs",18,178,20,"N",NA,"AK Chaudhary","K Srinivasan"
829729,"2015","Mumbai","2015-04-17","League","A Nehra","Wankhede Stadium","Mumbai Indians","Chennai Super Kings","Mumbai Indians","bat","Chennai Super Kings","wickets",6,184,20,"N",NA,"AK Chaudhary","M Erasmus"
829751,"2015","Mumbai","2015-04-25","League","SL Malinga","Wankhede Stadium","Mumbai Indians","Sunrisers Hyderabad","Mumbai Indians","bat","Mumbai Indians","runs",20,158,20,"N",NA,"HDPK Dharmasena","CB Gaffaney"
829769,"2015","Mumbai","2015-05-01","League","AT Rayudu","Wankhede Stadium","Mumbai Indians","Rajasthan Royals","Rajasthan Royals","field","Mumbai Indians","runs",8,188,20,"N",NA,"HDPK Dharmasena","CK Nandan"
829777,"2015","Mumbai","2015-05-03","League","AM Rahane","Brabourne Stadium","Rajasthan Royals","Delhi Daredevils","Delhi Daredevils","field","Rajasthan Royals","runs",14,190,20,"N",NA,"HDPK Dharmasena","CB Gaffaney"
829783,"2015","Mumbai","2015-05-05","League","Harbhajan Singh","Wankhede Stadium","Mumbai Indians","Delhi Daredevils","Delhi Daredevils","bat","Mumbai Indians","wickets",5,153,20,"N",NA,"HDPK Dharmasena","CB Gaffaney"
829787,"2015","Mumbai","2015-05-07","League","EJG Morgan","Brabourne Stadium","Rajasthan Royals","Sunrisers Hyderabad","Rajasthan Royals","field","Sunrisers Hyderabad","runs",7,202,20,"N",NA,"JD Cloete","C Shamshuddin"
829795,"2015","Mumbai","2015-05-10","League","AB de Villiers","Wankhede Stadium","Mumbai Indians","Royal Challengers Bangalore","Royal Challengers Bangalore","bat","Royal Challengers Bangalore","runs",39,236,20,"N",NA,"JD Cloete","C Shamshuddin"
829805,"2015","Mumbai","2015-05-14","League","HH Pandya","Wankhede Stadium","Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","field","Mumbai Indians","runs",5,172,20,"N",NA,"RK Illingworth","VA Kulkarni"
829811,"2015","Mumbai","2015-05-16","League","SR Watson","Brabourne Stadium","Rajasthan Royals","Kolkata Knight Riders","Rajasthan Royals","bat","Rajasthan Royals","runs",9,200,20,"N",NA,"RM Deshpande","RK Illingworth"
829817,"2015","Mumbai","2015-05-19","Qualifier 1","KA Pollard","Wankhede Stadium","Chennai Super Kings","Mumbai Indians","Mumbai Indians","bat","Mumbai Indians","runs",25,188,20,"N",NA,"HDPK Dharmasena","RK Illingworth"
980901,"2016","Mumbai","2016-04-09","League","AM Rahane","Wankhede Stadium","Mumbai Indians","Rising Pune Supergiants","Mumbai Indians","bat","Rising Pune Supergiants","wickets",9,122,20,"N",NA,"HDPK Dharmasena","CK Nandan"
980917,"2016","Mumbai","2016-04-16","League","AJ Finch","Wankhede Stadium","Mumbai Indians","Gujarat Lions","Gujarat Lions","field","Gujarat Lions","wickets",3,144,20,"N",NA,"HDPK Dharmasena","VK Sharma"
980927,"2016","Mumbai","2016-04-20","League","RG Sharma","Wankhede Stadium","Mumbai Indians","Royal Challengers Bangalore","Mumbai Indians","field","Mumbai Indians","wickets",6,171,20,"N",NA,"AK Chaudhary","CK Nandan"
980947,"2016","Mumbai","2016-04-28","League","RG Sharma","Wankhede Stadium","Mumbai Indians","Kolkata Knight Riders","Mumbai Indians","field","Mumbai Indians","wickets",6,175,20,"N",NA,"Nitin Menon","RJ Tucker"
1082597,"2017","Mumbai","2017-04-09","League","N Rana","Wankhede Stadium","Mumbai Indians","Kolkata Knight Riders","Mumbai Indians","field","Mumbai Indians","wickets",4,179,20,"N",NA,"Nitin Menon","CK Nandan"
1082600,"2017","Mumbai","2017-04-12","League","JJ Bumrah","Wankhede Stadium","Mumbai Indians","Sunrisers Hyderabad","Mumbai Indians","field","Mumbai Indians","wickets",4,159,20,"N",NA,"Nitin Menon","CK Nandan"
1082606,"2017","Mumbai","2017-04-16","League","N Rana","Wankhede Stadium","Mumbai Indians","Gujarat Lions","Mumbai Indians","field","Mumbai Indians","wickets",6,177,20,"N",NA,"A Nand Kishore","S Ravi"
1082614,"2017","Mumbai","2017-04-22","League","MJ McClenaghan","Wankhede Stadium","Mumbai Indians","Delhi Daredevils","Delhi Daredevils","field","Mumbai Indians","runs",14,143,20,"N",NA,"A Nand Kishore","S Ravi"
1082618,"2017","Mumbai","2017-04-24","League","BA Stokes","Wankhede Stadium","Mumbai Indians","Rising Pune Supergiant","Mumbai Indians","field","Rising Pune Supergiant","runs",3,161,20,"N",NA,"A Nand Kishore","S Ravi"
1082628,"2017","Mumbai","2017-05-01","League","RG Sharma","Wankhede Stadium","Mumbai Indians","Royal Challengers Bangalore","Royal Challengers Bangalore","bat","Mumbai Indians","wickets",5,163,20,"N",NA,"AK Chaudhary","CB Gaffaney"
1082641,"2017","Mumbai","2017-05-11","League","WP Saha","Wankhede Stadium","Mumbai Indians","Kings XI Punjab","Mumbai Indians","field","Kings XI Punjab","runs",7,231,20,"N",NA,"A Deshmukh","A Nand Kishore"
1082647,"2017","Mumbai","2017-05-16","Qualifier 1","Washington Sundar","Wankhede Stadium","Mumbai Indians","Rising Pune Supergiant","Mumbai Indians","field","Rising Pune Supergiant","runs",20,163,20,"N",NA,"S Ravi","C Shamshuddin"
1136561,"2018","Mumbai","2018-04-07","League","DJ Bravo","Wankhede Stadium","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","Chennai Super Kings","wickets",1,166,20,"N",NA,"CB Gaffaney","A Nand Kishore"
1136569,"2018","Mumbai","2018-04-14","League","JJ Roy","Wankhede Stadium","Mumbai Indians","Delhi Daredevils","Delhi Daredevils","field","Delhi Daredevils","wickets",7,195,20,"N",NA,"KN Ananthapadmanabhan","Nitin Menon"
1136574,"2018","Mumbai","2018-04-17","League","RG Sharma","Wankhede Stadium","Mumbai Indians","Royal Challengers Bangalore","Royal Challengers Bangalore","field","Mumbai Indians","runs",46,214,20,"N",NA,"Nitin Menon","RJ Tucker"
1136583,"2018","Mumbai","2018-04-24","League","Rashid Khan","Wankhede Stadium","Sunrisers Hyderabad","Mumbai Indians","Mumbai Indians","field","Sunrisers Hyderabad","runs",31,119,20,"N",NA,"C Shamshuddin","S Ravi"
1136597,"2018","Mumbai","2018-05-06","League","HH Pandya","Wankhede Stadium","Mumbai Indians","Kolkata Knight Riders","Kolkata Knight Riders","field","Mumbai Indians","runs",13,182,20,"N",NA,"A Deshmukh","HDPK Dharmasena"
1136607,"2018","Mumbai","2018-05-13","League","JC Buttler","Wankhede Stadium","Mumbai Indians","Rajasthan Royals","Rajasthan Royals","field","Rajasthan Royals","wickets",7,169,20,"N",NA,"Nitin Menon","S Ravi"
1136610,"2018","Mumbai","2018-05-16","League","JJ Bumrah","Wankhede Stadium","Mumbai Indians","Kings XI Punjab","Kings XI Punjab","field","Mumbai Indians","runs",3,187,20,"N",NA,"M Erasmus","Nitin Menon"
1136617,"2018","Mumbai","2018-05-22","Qualifier 1","F du Plessis","Wankhede Stadium","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","field","Chennai Super Kings","wickets",2,140,20,"N",NA,"C Shamshuddin","M Erasmus"
1136620,"2018","Mumbai","2018-05-27","Final","SR Watson","Wankhede Stadium","Sunrisers Hyderabad","Chennai Super Kings","Chennai Super Kings","field","Chennai Super Kings","wickets",8,179,20,"N",NA,"M Erasmus","S Ravi"
1175358,"2019","Mumbai","2019-03-24","League","RR Pant","Wankhede Stadium","Delhi Capitals","Mumbai Indians","Mumbai Indians","field","Delhi Capitals","runs",37,214,20,"N",NA,"S Ravi","YC Barde"
1175370,"2019","Mumbai","2019-04-03","League","HH Pandya","Wankhede Stadium","Mumbai Indians","Chennai Super Kings","Chennai Super Kings","field","Mumbai Indians","runs",37,171,20,"N",NA,"BNJ Oxenford","RJ Tucker"
1178399,"2019","Mumbai","2019-04-10","League","KA Pollard","Wankhede Stadium","Kings XI Punjab","Mumbai Indians","Mumbai Indians","field","Mumbai Indians","wickets",3,198,20,"N",NA,"S Ravi","YC Barde"
1178402,"2019","Mumbai","2019-04-13","League","JC Buttler","Wankhede Stadium","Mumbai Indians","Rajasthan Royals","Rajasthan Royals","field","Rajasthan Royals","wickets",4,188,20,"N",NA,"A Nand Kishore","Nitin Menon"
1178406,"2019","Mumbai","2019-04-15","League","SL Malinga","Wankhede Stadium","Royal Challengers Bangalore","Mumbai Indians","Mumbai Indians","field","Mumbai Indians","wickets",5,172,20,"N",NA,"M Erasmus","Nitin Menon"
1178426,"2019","Mumbai","2019-05-02","League","JJ Bumrah","Wankhede Stadium","Mumbai Indians","Sunrisers Hyderabad","Mumbai Indians","bat","Mumbai Indians","tie",NA,163,20,"Y",NA,"CK Nandan","S Ravi"
1178431,"2019","Mumbai","2019-05-05","League","HH Pandya","Wankhede Stadium","Kolkata Knight Riders","Mumbai Indians","Mumbai Indians","field","Mumbai Indians","wickets",9,134,20,"N",NA,"A Nand Kishore","CK Nandan"
1254059,"2021","Mumbai","2021-04-10","League","S Dhawan","Wankhede Stadium, Mumbai","Chennai Super Kings","Delhi Capitals","Delhi Capitals","field","Delhi Capitals","wickets",7,189,20,"N",NA,"AK Chaudhary","VK Sharma"
1254061,"2021","Mumbai","2021-04-12","League","SV Samson","Wankhede Stadium, Mumbai","Punjab Kings","Rajasthan Royals","Rajasthan Royals","field","Punjab Kings","runs",4,222,20,"N",NA,"AK Chaudhary","S Ravi"
1254064,"2021","Mumbai","2021-04-15","League","JD Unadkat","Wankhede Stadium, Mumbai","Delhi Capitals","Rajasthan Royals","Rajasthan Royals","field","Rajasthan Royals","wickets",3,148,20,"N",NA,"S Ravi","VK Sharma"
1254065,"2021","Mumbai","2021-04-16","League","DL Chahar","Wankhede Stadium, Mumbai","Punjab Kings","Chennai Super Kings","Chennai Super Kings","field","Chennai Super Kings","wickets",6,107,20,"N",NA,"AK Chaudhary","AY Dandekar"
1254068,"2021","Mumbai","2021-04-18","League","S Dhawan","Wankhede Stadium, Mumbai","Punjab Kings","Delhi Capitals","Delhi Capitals","field","Delhi Capitals","wickets",6,196,20,"N",NA,"AK Chaudhary","PR Reiffel"
1254069,"2021","Mumbai","2021-04-19","League","MM Ali","Wankhede Stadium, Mumbai","Chennai Super Kings","Rajasthan Royals","Rajasthan Royals","field","Chennai Super Kings","runs",45,189,20,"N",NA,"PR Reiffel","VK Sharma"
1254072,"2021","Mumbai","2021-04-21","League","F du Plessis","Wankhede Stadium, Mumbai","Chennai Super Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","Chennai Super Kings","runs",18,221,20,"N",NA,"AY Dandekar","PR Reiffel"
1254073,"2021","Mumbai","2021-04-22","League","D Padikkal","Wankhede Stadium, Mumbai","Rajasthan Royals","Royal Challengers Bangalore","Royal Challengers Bangalore","field","Royal Challengers Bangalore","wickets",10,178,20,"N",NA,"J Madanagopal","S Ravi"
1254075,"2021","Mumbai","2021-04-24","League","CH Morris","Wankhede Stadium, Mumbai","Kolkata Knight Riders","Rajasthan Royals","Rajasthan Royals","field","Rajasthan Royals","wickets",6,134,20,"N",NA,"Navdeep Singh","S Ravi"
1254076,"2021","Mumbai","2021-04-25","League","RA Jadeja","Wankhede Stadium, Mumbai","Chennai Super Kings","Royal Challengers Bangalore","Chennai Super Kings","bat","Chennai Super Kings","runs",69,192,20,"N",NA,"AK Chaudhary","VK Sharma"
1304047,"2022","Mumbai","2022-03-26","League","UT Yadav","Wankhede Stadium, Mumbai","Chennai Super Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","Kolkata Knight Riders","wickets",6,132,20,"N",NA,"AK Chaudhary","Nitin Menon"
1304048,"2022","Mumbai","2022-03-27","League","Kuldeep Yadav","Brabourne Stadium, Mumbai","Mumbai Indians","Delhi Capitals","Delhi Capitals","field","Delhi Capitals","wickets",4,178,20,"N",NA,"RJ Tucker","HAS Khalid"
1304049,"2022","Mumbai","2022-03-27","League","OF Smith","Dr DY Patil Sports Academy, Mumbai","Royal Challengers Bangalore","Punjab Kings","Punjab Kings","field","Punjab Kings","wickets",5,206,20,"N",NA,"Nitin Menon","YC Barde"
1304050,"2022","Mumbai","2022-03-28","League","Mohammed Shami","Wankhede Stadium, Mumbai","Lucknow Super Giants","Gujarat Titans","Gujarat Titans","field","Gujarat Titans","wickets",5,159,20,"N",NA,"PG Pathak","VK Sharma"
1304052,"2022","Mumbai","2022-03-30","League","PWH de Silva","Dr DY Patil Sports Academy, Mumbai","Kolkata Knight Riders","Royal Challengers Bangalore","Royal Challengers Bangalore","field","Royal Challengers Bangalore","wickets",3,129,20,"N",NA,"J Madanagopal","Navdeep Singh"
1304053,"2022","Mumbai","2022-03-31","League","E Lewis","Brabourne Stadium, Mumbai","Chennai Super Kings","Lucknow Super Giants","Lucknow Super Giants","field","Lucknow Super Giants","wickets",6,211,20,"N",NA,"RJ Tucker","VK Sharma"
1304054,"2022","Mumbai","2022-04-01","League","UT Yadav","Wankhede Stadium, Mumbai","Punjab Kings","Kolkata Knight Riders","Kolkata Knight Riders","field","Kolkata Knight Riders","wickets",6,138,20,"N",NA,"AK Chaudhary","HAS Khalid"
1304055,"2022","Mumbai","2022-04-02","League","JC Buttler","Dr DY Patil Sports Academy, Mumbai","Rajasthan Royals","Mumbai Indians","Mumbai Indians","field","Rajasthan Royals","runs",23,194,20,"N",NA,"Nitin Menon","PG Pathak"
1304057,"2022","Mumbai","2022-04-03","League","LS Livingstone","Brabourne Stadium, Mumbai","Punjab Kings","Chennai Super Kings","Chennai Super Kings","field","Punjab Kings","runs",54,181,20,"N",NA,"RJ Tucker","YC Barde"
1304058,"2022","Mumbai","2022-04-04","League","Avesh Khan","Dr DY Patil Sports Academy, Mumbai","Lucknow Super Giants","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Lucknow Super Giants","runs",12,170,20,"N",NA,"J Madanagopal","Navdeep Singh"
1304059,"2022","Mumbai","2022-04-05","League","KD Karthik","Wankhede Stadium, Mumbai","Rajasthan Royals","Royal Challengers Bangalore","Royal Challengers Bangalore","field","Royal Challengers Bangalore","wickets",4,170,20,"N",NA,"AK Chaudhary","HAS Khalid"
1304061,"2022","Mumbai","2022-04-07","League","Q de Kock","Dr DY Patil Sports Academy, Mumbai","Delhi Capitals","Lucknow Super Giants","Lucknow Super Giants","field","Lucknow Super Giants","wickets",6,150,20,"N",NA,"RJ Tucker","Tapan Sharma"
1304062,"2022","Mumbai","2022-04-08","League","Shubman Gill","Brabourne Stadium, Mumbai","Punjab Kings","Gujarat Titans","Gujarat Titans","field","Gujarat Titans","wickets",6,190,20,"N",NA,"AK Chaudhary","VK Sharma"
1304063,"2022","Mumbai","2022-04-09","League","Abhishek Sharma","Dr DY Patil Sports Academy, Mumbai","Chennai Super Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Sunrisers Hyderabad","wickets",8,155,20,"N",NA,"Navdeep Singh","Nitin Menon"
1304065,"2022","Mumbai","2022-04-10","League","Kuldeep Yadav","Brabourne Stadium, Mumbai","Delhi Capitals","Kolkata Knight Riders","Kolkata Knight Riders","field","Delhi Capitals","runs",44,216,20,"N",NA,"CB Gaffaney","J Madanagopal"
1304066,"2022","Mumbai","2022-04-10","League","YS Chahal","Wankhede Stadium, Mumbai","Rajasthan Royals","Lucknow Super Giants","Lucknow Super Giants","field","Rajasthan Royals","runs",3,166,20,"N",NA,"AK Chaudhary","Tapan Sharma"
1304067,"2022","Mumbai","2022-04-11","League","KS Williamson","Dr DY Patil Sports Academy, Mumbai","Gujarat Titans","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Sunrisers Hyderabad","wickets",8,163,20,"N",NA,"Chirra Ravikanthreddy","RJ Tucker"
1304068,"2022","Mumbai","2022-04-12","League","S Dube","Dr DY Patil Sports Academy, Mumbai","Chennai Super Kings","Royal Challengers Bangalore","Royal Challengers Bangalore","field","Chennai Super Kings","runs",23,217,20,"N",NA,"Nitin Menon","N Pandit"
1304070,"2022","Mumbai","2022-04-14","League","HH Pandya","Dr DY Patil Sports Academy, Mumbai","Gujarat Titans","Rajasthan Royals","Rajasthan Royals","field","Gujarat Titans","runs",37,193,20,"N",NA,"CB Gaffaney","R Pandit"
1304071,"2022","Mumbai","2022-04-15","League","RA Tripathi","Brabourne Stadium, Mumbai","Kolkata Knight Riders","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Sunrisers Hyderabad","wickets",7,176,20,"N",NA,"GR Sadashiv Iyer","VK Sharma"
1304072,"2022","Mumbai","2022-04-16","League","KL Rahul","Brabourne Stadium, Mumbai","Lucknow Super Giants","Mumbai Indians","Mumbai Indians","field","Lucknow Super Giants","runs",18,200,20,"N",NA,"AK Chaudhary","NA Patwardhan"
1304073,"2022","Mumbai","2022-04-16","League","KD Karthik","Wankhede Stadium, Mumbai","Royal Challengers Bangalore","Delhi Capitals","Delhi Capitals","field","Royal Challengers Bangalore","runs",16,190,20,"N",NA,"Chirra Ravikanthreddy","J Madanagopal"
1304074,"2022","Mumbai","2022-04-17","League","Umran Malik","Dr DY Patil Sports Academy, Mumbai","Punjab Kings","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Sunrisers Hyderabad","wickets",7,152,20,"N",NA,"PG Pathak","R Pandit"
1304076,"2022","Mumbai","2022-04-18","League","YS Chahal","Brabourne Stadium, Mumbai","Rajasthan Royals","Kolkata Knight Riders","Kolkata Knight Riders","field","Rajasthan Royals","runs",7,218,20,"N",NA,"GR Sadashiv Iyer","VK Sharma"
1304077,"2022","Mumbai","2022-04-19","League","F du Plessis","Dr DY Patil Sports Academy, Mumbai","Royal Challengers Bangalore","Lucknow Super Giants","Lucknow Super Giants","field","Royal Challengers Bangalore","runs",18,182,20,"N",NA,"CB Gaffaney","N Pandit"
1304078,"2022","Mumbai","2022-04-20","League","Kuldeep Yadav","Brabourne Stadium, Mumbai","Punjab Kings","Delhi Capitals","Delhi Capitals","field","Delhi Capitals","wickets",9,116,20,"N",NA,"RJ Tucker","Tapan Sharma"
1304080,"2022","Mumbai","2022-04-22","League","JC Buttler","Wankhede Stadium, Mumbai","Rajasthan Royals","Delhi Capitals","Delhi Capitals","field","Rajasthan Royals","runs",15,223,20,"N",NA,"NA Patwardhan","Nitin Menon"
1304082,"2022","Mumbai","2022-04-23","League","M Jansen","Brabourne Stadium, Mumbai","Royal Challengers Bangalore","Sunrisers Hyderabad","Sunrisers Hyderabad","field","Sunrisers Hyderabad","wickets",9,69,20,"N",NA,"Chirra Ravikanthreddy","J Madanagopal"
1304083,"2022","Mumbai","2022-04-24","League","KL Rahul","Wankhede Stadium, Mumbai","Lucknow Super Giants","Mumbai Indians","Mumbai Indians","field","Lucknow Super Giants","runs",36,169,20,"N",NA,"M Erasmus","HAS Khalid"
